None,ClusterCentroids,EditedNearestNeighbours,InstanceHardnessThreshold,NearMiss,NeighbourhoodCleaningRule,OneSidedSelection,RandomUnderSampler,TomekLinks,ADASYN,RandomOverSampler,SMOTE,SMOTEENN,SMOTETomek
-9999,-9999,-9999,0.4195518714526212,0.3459725427944772,-9999,0.38587938314439807,-9999,0.3651755787229546,-9999,0.45807781514266144,0.431932619416456,-9999,0.431932619416456
-9999,-9999,-9999,0.2611541129857129,0.2692780633329981,-9999,0.18191509267767347,-9999,0.19710645662952841,-9999,0.2746606303205059,0.26647368878619015,-9999,0.26647368878619015
-9999,-9999,-9999,0.4007770352765113,0.2764443368814591,-9999,0.19724887295927196,-9999,0.2283062439081529,-9999,0.4498192313342301,0.3856933834439884,-9999,0.3856933834439884
-9999,-9999,-9999,0.27511700261480154,0.28536576508822,-9999,0.07029826116664839,-9999,0.1340034713069369,-9999,0.34528976035488634,0.2872161405839906,-9999,0.2872161405839906
-9999,-9999,-9999,0.16993372245894756,0.25504269300146687,-9999,0.21005238554770678,-9999,0.15893146245047607,-9999,0.22263392604942067,0.2561336494384747,-9999,0.2561336494384747
-9999,-9999,-9999,0.30358264459925255,0.2139271711995686,-9999,0.12866857318699676,-9999,0.1341173616980783,-9999,0.3294242780158898,0.2940859351913109,-9999,0.2940859351913109
-9999,-9999,-9999,0.2931396235099262,0.3316238676048864,-9999,0.13879064218843062,-9999,0.1021875080226915,-9999,0.2945528919405199,0.31413651153694067,-9999,0.31413651153694067
-9999,-9999,-9999,0.3374201013766729,0.3505291633759301,-9999,0.23795572017897093,-9999,0.1837504933263283,-9999,0.3997959441096667,0.3360978965335599,-9999,0.3360978965335599
-9999,-9999,-9999,0.32834819049934827,0.22720049091734928,-9999,0.19289640937840025,-9999,0.25375255033448674,-9999,0.3659343360548829,0.349575434744158,-9999,0.349575434744158
-9999,-9999,-9999,0.4051161691102464,0.33494440174600315,-9999,0.3250494033508856,-9999,0.287226660584744,-9999,0.41825487941383155,0.3798806885757201,-9999,0.3798806885757201
-9999,-9999,-9999,0.4914687538387633,0.5042168565455059,-9999,0.24537410958452077,-9999,0.3128826484654934,-9999,0.5954449629155538,0.5481763800158168,-9999,0.5481763800158168
-9999,-9999,-9999,0.25569578275607185,0.21295174438283615,-9999,0.1698496235282272,-9999,0.23691888574694453,-9999,0.31062095033921777,0.2659832060733789,-9999,0.2659832060733789
-9999,-9999,-9999,0.18856635384954545,0.2047049684714215,-9999,0.20579352470608192,-9999,0.17209808865117115,-9999,0.3159264620815011,0.23425683872992908,-9999,0.23425683872992908
-9999,-9999,-9999,0.36029715742238855,0.2874494878122146,-9999,0.1950498833921951,-9999,0.2589808457382463,-9999,0.2719256209369846,0.35704733872627914,-9999,0.35704733872627914
-9999,-9999,-9999,0.18288113079291524,0.20008766870258277,-9999,0.13686056585736617,-9999,0.21099139086286378,-9999,0.2570170353087483,0.2077270604330862,-9999,0.2077270604330862
0.2869041518728701,0.47790345380822297,0.47199100318809084,0.4285039315439375,0.30117143210029884,0.4670113243448295,0.34725520685410616,0.4415441653114691,0.33913851179072463,0.4215769265150776,0.43919777669329685,0.4826526245626137,0.445014939378805,0.4432710216117728
0.2532381733385647,0.23995321198817787,0.2505118109710881,0.21605521290734464,0.2740467143073627,0.2351110597480116,0.2537969608218452,0.3048255147251967,0.17527656547796433,0.27669548116286713,0.2648999505574301,0.2636470420273992,0.27114344801620016,0.2706789373776961
0.4085304565724265,0.43288552343071374,0.397136004317198,0.28089737896524825,0.29645862766520337,0.42593162654261396,0.2763440552277253,0.4303847367878342,0.28789386501123415,0.3870723900854329,0.4053609621843579,0.4466863853323664,0.46538124897832955,0.44916266398810734
0.27445963495994674,0.3285193425064522,0.35153612032749393,0.3489520208185948,0.2628220944337608,0.33017695171257044,0.27600157634768663,0.31252071635326795,0.2526973463106963,0.365825269650915,0.25386802703186684,0.3000394021176803,0.331242128124675,0.2943150031722822
0.19036655086160803,0.1833174575887525,0.2314807518587516,0.1645203436509889,0.19671487680403943,0.20589868817495138,0.19001590672451352,0.1742008423487914,0.22030010820907564,0.20437913512405992,0.21539821669730475,0.17387848034386832,0.1848255927875767,0.21098076363105
0.1965112739353817,0.24034863860921385,0.3364796031279591,0.2613575539215627,0.24891035032346187,0.3139146778055183,0.21127827739615657,0.3352616683751206,0.28589348840849715,0.3230472793578497,0.3214614931169544,0.2938164992678587,0.3235714870293448,0.3173532387112077
0.1647387463441662,0.2858258778694238,0.35663015026129763,0.24619023074388713,0.2913663308319425,0.32594957161449944,0.217080122161317,0.34507412189385034,0.2418559281071383,0.2918897481667231,0.30132670539441186,0.2830626004623472,0.29561552096233745,0.31048065926115365
0.33272109000398875,0.3706917354630478,0.3518098969634078,0.39246009896551615,0.25109551597704227,0.33179704070486393,0.2325975346451512,0.36079020156134134,0.4240442032746271,0.45087636461913305,0.39376201395880794,0.37704503426995584,0.38934269349244754,0.33913954032871985
0.2453028180355511,0.37012589179469046,0.3230472367925502,0.2781341152004343,0.19943441132685846,0.33215672100121096,0.17296237307665163,0.30960676875567217,0.3049984465346163,0.2946042907061964,0.3470648786298607,0.36492998702982105,0.3606350153339737,0.34776882514882057
0.29373630648312765,0.39705481030133616,0.3869004360888624,0.36278208899832687,0.36611999901419157,0.4353502278118905,0.2567301160741272,0.351059880933384,0.41125805489670275,0.4396191268154509,0.4331083205380758,0.43080578213898824,0.4007441311095272,0.4312156799313174
0.28199253924323653,0.5766767181486008,0.5866019718090432,0.43737868512193834,0.5454162990578351,0.5894380569877673,0.4085566683072317,0.5846820035806185,0.34837708217995944,0.569147388698731,0.5048193794151581,0.5682773350761904,0.5655966475576182,0.5818583431300246
0.17394142143581093,0.27008527003766425,0.2832325381603751,0.32064785761434544,0.20771862317862866,0.28193995943991845,0.16016090872080957,0.2995508218665741,0.27621895470139257,0.3376810028477638,0.29108127790976923,0.28775779272343205,0.26877031162718756,0.3032663218211089
0.24163761976776787,0.29382457974282405,0.32472135324078466,0.16823085250256564,0.22907426910317252,0.3088427478658916,0.18500438049294587,0.2633018185093001,0.2426020934579488,0.29307765439985656,0.3331830614031671,0.3052751425242166,0.32965886407717415,0.3266120583624491
0.1094658136290988,0.29383206761533576,0.35162709124832014,0.2836487064689216,0.2185718862501672,0.3614909728666451,0.30766681476927293,0.33171200595565475,0.2572981082656266,0.28094716363227623,0.30327839691246317,0.26429256572432835,0.2652943071038365,0.27741113791060756
0.21382899650986698,0.21775861814021047,0.21112287682736253,0.21475208242141086,0.21886596713048279,0.21644568321052227,0.22457140463272796,0.2343514760836367,0.25078574650216423,0.2748576385259678,0.2709381356882925,0.2387047638419294,0.25426943203386343,0.2345282510629615
0.4180996942451043,0.4482109805046399,0.40624530681245197,0.44205957888651726,0.327378760419467,0.4298137642428628,0.4318959323775211,0.44180832073199816,0.42651817068136155,0.4232845936487488,0.41479592447863867,0.4110351404518572,0.41656902358311954,0.4110351404518572
0.30465975010781154,0.23347199928637075,0.29768548356248625,0.23271928965864963,0.2810269646374046,0.3035591442702549,0.3160723964962091,0.3392500761883862,0.3042363794636129,0.29377279660349076,0.315916145738783,0.2667195447609665,0.2752048530952851,0.2667195447609665
0.4312550138627188,0.4024843098934864,0.44958537860333225,0.43027034473917203,0.318703249218116,0.44990281810274,0.4303884149530889,0.41342294204040875,0.4307803309231164,0.43213202163412734,0.42683984278326004,0.40812103635039443,0.383067204789057,0.40812103635039443
0.30876487522257146,0.2713794188374088,0.2917538484255505,0.32733810143717845,0.2728536987454946,0.30737033635055533,0.31940744871145255,0.29125041466179347,0.32083541742492916,0.33178893218881633,0.30618013503141883,0.276213625709942,0.27208519247864404,0.276213625709942
0.21855866112139177,0.23456239398748602,0.2129262913017833,0.20358036258334633,0.19478380150342023,0.22157619204944923,0.2172296584990312,0.24280594500312058,0.21817407856452575,0.22475372902740254,0.22155158134331132,0.2079544408763988,0.2084577472536947,0.2079544408763988
0.31918967666901954,0.3082189598441699,0.31567232614089213,0.3222868659427245,0.23800330376134027,0.30391782273052936,0.31976448924514944,0.3019269900741911,0.318691772475037,0.32302844935787245,0.3131711709457575,0.30277282607546097,0.2962036428894439,0.30277282607546097
0.3306782277421928,0.2996281167589949,0.3325647863454463,0.3000204796141559,0.3117908822951473,0.3379790952880164,0.3289170961409158,0.313395861670286,0.3353779425019755,0.33225863958272006,0.3161624259956748,0.3199080251650047,0.3085476499661295,0.3199080251650047
0.343858410175785,0.38603751176399714,0.32999443020327524,0.34098284349118146,0.296769171623794,0.33655587350106464,0.33940023665048435,0.34002560487011824,0.33972770060313484,0.3533538517317938,0.3402581311049855,0.34729341715894624,0.34506195340653334,0.34729341715894624
0.33914558753643476,0.3308663380938459,0.3705550020931059,0.39583061844862555,0.2086336205803081,0.3544306184161613,0.34119271522223604,0.3180963765023236,0.3419536096556861,0.35073974196732993,0.34172761872987767,0.35433427905894777,0.33363455170943557,0.35433427905894777
0.38924066163424,0.3425053181068467,0.38416533387926843,0.4128015560251974,0.3827596131387583,0.39681865394744054,0.3956407396070194,0.35383664226075584,0.38382781170294755,0.3809592764560077,0.3899703840741079,0.37432186275208224,0.35919583996428506,0.37432186275208224
0.5971270400274662,0.5521589189774497,0.5884787562827052,0.523762702816637,0.5442388438512149,0.592066472366708,0.5999738834716213,0.5842118132958354,0.5986189140884601,0.6166780497354329,0.5872786008457523,0.5549645336565148,0.5631588831217038,0.5549645336565148
0.30091081451819723,0.26598962927820147,0.2990056850831432,0.35801945708019367,0.24909387657628113,0.2954404078957581,0.30400580586432757,0.27354959157261083,0.30061699637693606,0.2998591489341931,0.3072250223784937,0.3096889460527925,0.3173732037059248,0.3096889460527925
0.2621615129439513,0.22702582847783814,0.2612244391225139,0.2044054590522726,0.22520440060289026,0.2592932642835877,0.2584659565496613,0.2582659296319417,0.26049185275964337,0.27921780365646987,0.2602135952351804,0.2251727921247032,0.22651829114711064,0.2251727921247032
0.345483058237427,0.3391719139163263,0.3367250338567227,0.33988588680142096,0.21648802568318148,0.33448505619263424,0.3351804317917868,0.3658691696906329,0.3401689905120765,0.3272198235414614,0.3446250798687074,0.354243606976688,0.34850783978054234,0.354243606976688
0.2419687319034184,0.19298908088389333,0.2397576984098735,0.2120019382787669,0.22391141727877495,0.23612643086239626,0.25619134584097736,0.18717834648025444,0.2464161230979668,0.24295858415561078,0.24034920500441082,0.20920573293411227,0.2307347909798434,0.20920573293411227
0.3942848495406115,0.4072189237711873,0.45092963695454824,0.35786065027245206,0.21799776072101995,0.4983293009003198,0.38168177337347053,0.4811188894422297,0.3657094369666266,0.3945548383539168,0.39390951453384093,0.3068525130317623,0.311645914757001,0.3068525130317623
0.27029358033559414,0.15071227384534958,0.21739447856321992,0.20394137639901533,0.22860013195026796,0.29249051877126964,0.16913297179172382,0.25934753080677764,0.3130260580142007,0.2550884465004597,0.2844814616944972,0.1610187748549715,0.1477595656512506,0.1610187748549715
0.3873238798773805,0.20393388648191046,0.3601476226971583,0.2512310560151477,0.16607549775176078,0.43323950477315787,0.35014100063574105,0.4152285147303473,0.3981822319598384,0.2892295149065285,0.36106825075901894,0.24790913851055485,0.274893024757515,0.24790913851055485
0.12804683916784132,0.318073056896502,0.2921755662615032,0.30706881953946075,0.1360222109555862,0.24055160471993553,0.16777251038973495,0.3203462237400925,0.10560801478033455,0.24886037516658133,0.35094110572282033,0.2395509888563182,0.23971250482695083,0.2395509888563182
0.17946517942974893,0.14646341635561377,0.19870330901511302,0.11406372703097367,0.0688967329832898,0.2007254668993621,0.15489143026648722,0.14929729983784423,0.1920794598700788,0.16367124066535954,0.1441024213870835,0.1300552761537933,0.1164387269464422,0.1300552761537933
0.18884120631706924,0.28118664429936424,0.3064994397670838,0.21261169713249461,0.13038562185074343,0.33458997741825147,0.25492004519916345,0.3434984972525329,0.18595340813871186,0.2810875245794253,0.30109013977046206,0.15519704763766617,0.16604058646761555,0.15519704763766617
0.31387930771204575,0.19916439147508025,0.288086522849366,0.3024437308033885,0.19820762115508084,0.2977726992608962,0.2843295445764582,0.29400873850370024,0.29269459392193997,0.29550248788801325,0.3407207894833494,0.22862735296957226,0.22588298946316332,0.22862735296957226
0.25213563741350475,0.3048120331400701,0.3631024950823615,0.2432080816929234,0.0789786498684315,0.37452464912044325,0.36157584392226727,0.4037358568396774,0.2608811247370607,0.3636185179387953,0.27336171321626224,0.3188020606971982,0.3340058961722411,0.3188020606971982
0.3196841175559023,0.37282312368084525,0.3211769845572805,0.21971267006427853,0.12486072132243209,0.3369399964716564,0.250943071065277,0.3491593496169271,0.3115708823821449,0.3156102710601061,0.2860965442804436,0.19177382399748655,0.19508556123888443,0.19177382399748655
0.31951638552915373,0.31706527349808433,0.2985326815847188,0.27776430168768573,0.12646030203426528,0.3036783431626575,0.3194470191542854,0.3451347783593697,0.3590047669861792,0.33692239894008724,0.43048488633648185,0.2549815652312514,0.2622878088562649,0.2549815652312514
0.36712406468296,0.4786935230550703,0.3162142421221228,0.15698200196519607,0.36125645548214835,0.4230301913317136,0.278183315224797,0.5486770049619452,0.38088310841195516,0.4448207299115724,0.4533151880683143,0.40571085534276663,0.4881278556882963,0.40571085534276663
0.16635229884864366,0.2582984012766547,0.22568528468774673,0.1831459733576346,0.16679018939465562,0.2801473033733628,0.2543218753671358,0.2515284409286054,0.16756458560939014,0.26927998852907564,0.2188966257075743,0.13382992405604266,0.16142626534459692,0.13382992405604266
0.1844836552873379,0.24698904404446842,0.30435361428028307,0.09865401944163776,0.1086944304109706,0.3016090987886294,0.20611318464711104,0.27565398909554384,0.22783901388418437,0.27357354224997277,0.3021948582995424,0.14632816229255818,0.14919863272914702,0.14632816229255818
0.28554491366224666,0.3537114837945454,0.2986010371612353,0.2669497583242718,0.10334007782816468,0.29731298116380134,0.3405125208234968,0.36333589577621395,0.30027901365903575,0.3984135816302343,0.30244749597754705,0.2191629974533481,0.2591236360376278,0.2191629974533481
0.20107468220552382,0.21130168763065327,0.11611265954485206,0.16050355355456758,0.11265294336269516,0.2083845311713357,0.23397273144956976,0.23271936296176632,0.20259236145530368,0.2940549704900537,0.25557108634053194,0.12518251243673795,0.11847871732186777,0.12518251243673795
0.44535641875151966,0.376142148249587,0.39625515117879784,0.3586212398261397,0.15266533923545267,0.4153720569079855,0.427946935422593,0.4500143862332958,0.44554847127935127,0.393833891711142,0.4272182100746085,0.43312152132361936,0.4262638703935322,0.43312152132361936
0.22964218092061284,0.14115562104662538,0.2316189166299807,0.12249715825401508,0.10249191009410596,0.2252727031626245,0.22739247999124834,0.23265678399703904,0.22724335319313427,0.19397283991196512,0.22719150294015023,0.23446157288766167,0.2296612955029449,0.23446157288766167
0.4653731336180088,0.3667398202447779,0.4665940678759588,0.37991877289092846,0.15287827399483167,0.4734699026756445,0.4527319603792951,0.48348514222548555,0.46068532160036657,0.4154699155224115,0.4774820052493953,0.3282025233997402,0.37632348305088925,0.3282025233997402
0.34844015911048787,0.22415632711281608,0.33021526635105525,0.2689525641651408,0.11509438045339382,0.3333832058222216,0.3360626430595628,0.2919871894880862,0.34555502424950324,0.32106194079801276,0.3315956700332513,0.29647743674087357,0.30679314314224393,0.29647743674087357
0.1863812582966471,0.194341094879789,0.1698941729212038,0.18977577170274618,0.059539032141913806,0.18843077165799826,0.18395015837793416,0.16625546367698463,0.17922030111082654,0.17299950338407633,0.18888165578078697,0.16370065485550145,0.1658424347650045,0.16370065485550145
0.2678186930521719,0.2812827557503965,0.2664281080214128,0.23144212794455477,0.161445021855943,0.253730862839313,0.2650778141451464,0.28175884571039156,0.26549451931979806,0.29873908772652524,0.26209820886298396,0.2581210169685484,0.2681131370978712,0.2581210169685484
0.32055973464991805,0.21325275836094781,0.3318318045692842,0.28658277068967664,0.09637101831400618,0.3182411380722735,0.32466424737355404,0.311117650838304,0.31772993904529434,0.23415630697030532,0.3162544802186841,0.25604304153893287,0.28298604294397167,0.25604304153893287
0.32435447846052456,0.3659891716716013,0.3128528666242636,0.3662820677631865,0.09234843853534636,0.31388296155912154,0.3285376626833467,0.3032162243967038,0.3265709986566645,0.33029225663157535,0.33345951426248355,0.3340887668239817,0.32805210493382564,0.3340887668239817
0.2942323183584804,0.2773075341255019,0.3237027328141684,0.30241135514240425,0.11283031925598364,0.3201627362626659,0.29388347264919534,0.3028650340975375,0.2933826347082491,0.24149183184279643,0.29723463519087323,0.3086989574950926,0.31276964630386284,0.3086989574950926
0.39315595890433286,0.351117834593622,0.3761646001588732,0.29408302912821394,0.128323624464045,0.38525168967952184,0.36951417374270057,0.37856460185870666,0.37835850890339207,0.34470662658472695,0.38077437371538336,0.3459455829388779,0.3815521021195729,0.3459455829388779
0.4769310917459364,0.3827289129985052,0.49630265138481955,0.37437513376728426,0.2573090451015204,0.4939956794008663,0.4782118275613103,0.43970487558309834,0.474118930188017,0.4715898023003181,0.50722232415424,0.413347719548005,0.47179576551260316,0.413347719548005
0.3936586879420595,0.27657577813533507,0.3673339395203864,0.3252964981142742,0.1904548073685619,0.37494034681603505,0.38853070171767967,0.31360164401568913,0.3866666066433482,0.4086468148548804,0.3950142208795895,0.3303079058615347,0.34422774606076,0.3303079058615347
0.25515090896379,0.23079775629883326,0.2715192227886073,0.1705330381758554,0.0918178208800623,0.2701153049902342,0.255668604393016,0.29500925714104087,0.25347799128306037,0.23826829015555173,0.2620166677305523,0.27016081529654346,0.24794010830096114,0.27016081529654346
0.26949179438141857,0.22306273277997557,0.28117922663169026,0.27167464229790206,0.07614692294440362,0.2675115554991614,0.2665826307724144,0.2413539832566043,0.26541284974150825,0.23025463794296297,0.2538303800316625,0.281089544306378,0.2699293760793515,0.281089544306378
0.22889871127768824,0.28434239096346015,0.17591740684473223,0.2133551398950051,0.0721437381158131,0.20721775234748963,0.22530184578262447,0.1530544070380273,0.21745898858433443,0.21066168303186017,0.23214009541555258,0.19632178926140798,0.1998929106092412,0.19632178926140798
0.25853949262134623,0.39389229644310586,0.278129165857945,0.41010562892977087,0.30656980426457714,0.26980041940247346,0.2655071224598322,0.34425038322597035,0.25945119576144693,0.3789969676823546,0.41509474167553395,0.3088068657328824,0.38304846808896675,0.3088068657328824
0.18209850354833834,0.18394238830183451,0.1680932845585833,0.2406979010221285,0.27770094479163965,0.18322621013875562,0.17868964458291137,0.235459014877482,0.1627122134317751,0.28232228519600766,0.2748493055861606,0.18254725930438054,0.21639242116074098,0.18254725930438054
0.2121465568735451,0.3098444391484091,0.24741125426775257,0.3938473230559325,0.23383169956295868,0.2435760467586746,0.20731613586734,0.26870218118158384,0.21317553782962873,0.32020208600405053,0.3457520334216718,0.3270569448592576,0.37704407689595887,0.3270569448592576
0.05648423047164164,0.247765931407947,0.07336716533188825,0.24345344805274904,0.21155754621974399,0.0161646129120383,0.05405402507467827,0.11104151078926938,0.06496825238999027,0.23146962954650152,0.236781308514313,0.187172281901685,0.2462799608003028,0.187172281901685
0.09683018648678532,0.18101678851824632,0.08121827913504465,0.13274206875298844,0.20049579323192723,0.03019178281509871,0.08252465361535555,0.1627817736697692,0.11933746440596038,0.1801977926075642,0.21463990843109826,0.1597020906174451,0.16650444372711848,0.1597020906174451
0.14540147008318338,0.22026036962932716,0.21454237385647967,0.2776702298138184,0.22542391628837943,0.1628348944560697,0.17551948929877847,0.1815702060965534,0.1624822495202135,0.3074546338556795,0.35830119648192893,0.20177531800172566,0.3262380484879214,0.20177531800172566
0.06716526445465443,0.2761006826689051,0.21868685605289795,0.23305872085382695,0.2889796257519255,0.1713364379929292,0.12047787348343553,0.23844066183628887,0.0735288502180177,0.30471633678740084,0.3345883725564127,0.2745597989516837,0.3143646552629047,0.2745597989516837
0.17409836593230343,0.2949941646266966,0.1380458972011861,0.2996986949656678,0.261100099562802,0.14289930408758889,0.17547158369874682,0.2571292697185943,0.12817470747326554,0.3007043346716748,0.3239147365188717,0.22106556350154682,0.33053384919424345,0.22106556350154682
0.1881092174582072,0.3024095262288883,0.1527214800839396,0.22636839491930016,0.17941306162449044,0.18621377927598337,0.11767421638927567,0.20965565676887798,0.12130677689631353,0.20273053918778006,0.28878820140327144,0.22705895264230325,0.3011419380093102,0.22705895264230325
0.14714171462054748,0.2835203215896043,0.21750714600356302,0.3137418176206431,0.3070503975503748,0.17714022851808253,0.25237893901594755,0.2500172600681365,0.2326311636106333,0.3235994790930514,0.31819484699667044,0.19232336447830722,0.3250162749479333,0.19232336447830722
0.16327977539354277,0.49379912604746334,0.2976826928545748,0.4432928145346062,0.4304043685865744,0.20348818450878725,0.18813282184725522,0.5411511591936484,0.17738354728981087,0.534018032169495,0.582580141145083,0.36846385061519893,0.5541676983423028,0.36846385061519893
0.14358352789779627,0.2301432908791452,0.15944991093820615,0.18961398159470433,0.18730980102860417,0.10180036994094388,0.1858963185564142,0.22839827657733203,0.18164666972505117,0.2594257135489699,0.2556921580400753,0.20316962095256463,0.22446411193792848,0.20316962095256463
0.1602617399719638,0.2290994207196535,0.13322795234006046,0.13548616232073352,0.1608996670869648,0.17765763035394866,0.14695338795516188,0.15966022351908493,0.12473257972067364,0.20327680461077458,0.2823236383300841,0.14213534118696936,0.26000929677723916,0.14213534118696936
0.18133095820344058,0.31540495530639656,0.23115851484228023,0.34665657965460983,0.23923079072881004,0.2067034583632884,0.20824182828317084,0.2410140088037679,0.2349625791587806,0.2760407597586917,0.30101597754050935,0.26045215295377877,0.36654591640923173,0.26045215295377877
0.12009262715252811,0.13974903587490795,0.0845822881030398,0.16973080468710422,0.1373179371288502,0.15978445110212136,0.07654026664134661,0.12443555332792722,0.23951250509673472,0.17235736510174426,0.13611723125819697,0.11897229415410582,0.13706403870692618,0.11897229415410582
0.41960510187416067,0.4474142005092291,0.4396976135427525,0.0,0.34204014928476234,0.42367549519726433,0.46484793567842975,0.4506607848838773,0.4207289183956955,0.4578951731189881,0.4140139022218764,0.0,0.4165300154043543,0.4238227943172511
0.2693618513716267,0.22579770196778093,0.24936362639627385,0.06017426585655894,0.26901305810751064,0.2737682614326421,0.2574837735380209,0.2917627814719945,0.26927570433372006,0.25499288238819806,0.2707985557457051,0.0,0.26968727580387264,0.2721703291147457
0.38301028318305197,0.38911777644885825,0.4547194439901342,0.0,0.27424409000654815,0.3937428387178614,0.4385944764063592,0.38155195849432155,0.38301028318305197,0.4369445334306139,0.36278882115081057,0.0,0.3357936115211628,0.3448872737578589
0.30306120392801306,0.2781613473028376,0.31827686790244814,0.26403507076296295,0.29460971651807777,0.31043002316840973,0.30460942584381256,0.2744158892262517,0.3036301050411968,0.363132239785505,0.2943141849316594,0.2780871638853929,0.29371067328370626,0.28592389797544526
0.24851377196083602,0.24232938967845707,0.2475574201525852,0.1607594046582328,0.24575353147679957,0.2538941020818426,0.2276679419108969,0.16630570204326622,0.24797290116203496,0.22904043192246504,0.24889206978324296,0.23735892490998123,0.24348491846009113,0.23592340859399696
0.28777529836392557,0.20144559350507074,0.33493920060221427,0.33943086482201823,0.21305161802807193,0.2929232674468646,0.33792476840005303,0.31192425129679147,0.28777529836392557,0.3319141774939812,0.29159793984107485,0.27911644828026916,0.2742918321073321,0.2795191297271493
0.311925657655314,0.28463565766529597,0.31653866965316335,0.2545772557531488,0.33124152385720973,0.3073158195442073,0.31334268169855917,0.3046665486387643,0.311925657655314,0.3139300685839941,0.3052514347806229,0.3153835505484547,0.3169218861591513,0.3170488260283313
0.3305345634643394,0.36293331870553336,0.34298280563440553,0.32707799333038257,0.3514548513288426,0.35185423704849383,0.35353893203714604,0.31501239682461046,0.3320716048302935,0.3456482789979992,0.33570704590130906,0.34482604547371654,0.34910514982435137,0.3391107395565186
0.3216557363542174,0.1201089862729956,0.35687844589527973,0.3141887428934864,0.22753233805552475,0.33100449902766027,0.3298006198568809,0.3542827389519453,0.32209141955565423,0.3730752808458232,0.3280329463411956,0.33610301242135154,0.33488639881265414,0.3296166840602899
0.35294954141124235,0.2935754084877249,0.4109962990048379,0.30254059910492825,0.3352697484887994,0.3456033032644025,0.41847815450245207,0.34005514829782857,0.35079105009093414,0.40676466369268016,0.3567547310835606,0.3511660723314991,0.3425323969605577,0.35068033345979444
0.6074870989816544,0.0,0.6245341003693732,0.5078487099016777,0.5046143089075922,0.6086988815545462,0.5341224121379344,0.5482879023796221,0.6074870989816544,0.6039445134838285,0.5994352929985982,0.0,0.596351214045212,0.5960050011836593
0.23181044378173732,0.2513976410115778,0.2781579437651034,0.2533402352524823,0.21295174438283615,0.23898663939498943,0.3452128183215739,0.27725720247084007,0.22875084175984162,0.277900725475417,0.2326665699719025,0.0,0.2457808699392946,0.23839090889574244
0.22105649177107833,0.21057081534797062,0.2974324063256858,0.2069642077881252,0.20769891914314575,0.23413041387215283,0.2880968132078544,0.3001971689296531,0.21992548003273682,0.2858939881406961,0.22356277314319883,0.0,0.22606534007144286,0.22040124196230804
0.3630673601567017,0.38486524634328134,0.3352587081340943,0.3711149809119366,0.28739219012118766,0.35736585805192467,0.3536218939078788,0.375720426717262,0.3630802011561357,0.3368593238141644,0.3518709278284645,0.3596708344580154,0.3771080282566188,0.3565792966413617
0.20257403902065318,0.15574871971349824,0.24401036283205935,0.1932317638627855,0.19979262716542978,0.20642092611087481,0.22948717218344494,0.20812331580112264,0.20257403902065318,0.25169335854073827,0.2039091055196739,0.18456489284882505,0.20433104417783787,0.1936125223429347
