Default time range,Classifier description,Matthews correlation coefficient,Cohen Kappa score,Average true rate,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,initialisation_values
"(0, 60)",SVM (RDF),0.31282970645999247,0.30796466585896176,0.6653305823694908,0.48761571837195283,0.8430454463670293,0.15695455363297087,0.5123842816280471,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 100)",SVM (RDF),0.24370126778349813,0.22648212839092255,0.6513041805055383,0.5260748951748312,0.7765334658362449,0.2234665341637551,0.4739251048251687,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 200)",SVM (RDF),0.14640895940492205,0.11275987596237158,0.624997282680917,0.49345084297715863,0.7565437223846755,0.2434562776153247,0.5065491570228414,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(50, 100)",SVM (RDF),0.26219773547584108,0.23581445732649484,0.6639892695903543,0.6153032198334715,0.7126753193472375,0.28732468065276284,0.38469678016652864,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(50, 150)",SVM (RDF),0.25071592845011903,0.21520014848582369,0.6730446927091849,0.6159944157567803,0.7300949696615894,0.2699050303384104,0.38400558424321957,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(100, 200)",SVM (RDF),0.26491996511506083,0.23071487356537673,0.6768634320876096,0.6287931592157766,0.7249337049594432,0.2750662950405568,0.3712068407842235,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(200, 1000)",SVM (RDF),0.27301310469534179,0.25593702558052739,0.664009058657555,0.5580783268559895,0.7699397904591205,0.2300602095408794,0.4419216731440106,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 30)",SVM (linear),0.33909473266571266,0.33762722561059427,0.6724593909510415,0.4788538885021222,0.8660648933999604,0.1339351066000394,0.5211461114978778,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 60)",SVM (linear),0.32477423870049971,0.32425549059142261,0.6652848846512097,0.45573093094362105,0.8748388383587983,0.12516116164120134,0.544269069056379,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 100)",SVM (linear),0.26321501095709982,0.25295909509795228,0.6563575229566291,0.49346946536220687,0.8192455805510511,0.180754419448949,0.5065305346377931,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 200)",SVM (linear),0.14245776490104545,0.11124627326758972,0.6203138196607237,0.4810205103889313,0.7596071289325163,0.24039287106748375,0.5189794896110687,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(50, 100)",SVM (linear),0.29293538080727766,0.27361597470863808,0.6789453243053294,0.5950536045709554,0.7628370440397031,0.23716295596029674,0.4049463954290446,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(50, 150)",SVM (linear),0.3022836267302258,0.26311255646238513,0.707617242460175,0.66122054621312,0.7540139387072299,0.24598606129277006,0.3387794537868799,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(100, 200)",SVM (linear),0.24517054766869742,0.21341139336644729,0.6650471673940049,0.606382602030266,0.7237117327577443,0.27628826724225575,0.3936173979697342,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(200, 1000)",SVM (linear),0.31313513236154866,0.30472182802284631,0.6776487204281106,0.5315969066320687,0.8237005342241523,0.17629946577584732,0.4684030933679313,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 30)",SVM (polynomial),0.35686739974633552,0.35461508081580151,0.6863774262954245,0.5148824632492647,0.8578723893415844,0.1421276106584154,0.4851175367507354,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 60)",SVM (polynomial),0.34008269356913423,0.33972910462640565,0.6720914289607555,0.4641921203333022,0.8799907375882081,0.12000926241179158,0.5358078796666979,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 100)",SVM (polynomial),0.29631603162646991,0.29213980719271154,0.6650082019450076,0.4696561508749544,0.8603602530150606,0.13963974698493933,0.5303438491250457,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(0, 200)",SVM (polynomial),0.23147523127318856,0.20998817624374336,0.6649194748060556,0.4580179450705765,0.8718210045415341,0.12817899545846553,0.5419820549294235,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(50, 100)",SVM (polynomial),0.31109913022143248,0.30473675975669301,0.6752683702248475,0.5222282765589618,0.828308463890733,0.1716915361092669,0.477771723441038,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(50, 150)",SVM (polynomial),0.32256847571260677,0.30649924177244697,0.6992695124373128,0.5636736974176774,0.8348653274569486,0.1651346725430513,0.43632630258232263,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(100, 200)",SVM (polynomial),0.3571492836871854,0.34129630745620537,0.7152720594530533,0.5989592088835404,0.8315849100225654,0.1684150899774344,0.4010407911164597,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(200, 1000)",SVM (polynomial),0.31785720878783114,0.31368793926451821,0.6737700650398923,0.4923389520740307,0.8552011780057538,0.14479882199424604,0.5076610479259692,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(300, 1000)",SVM (RDF),0.21147772039626267,0.20171988778084896,0.616391478061427,0.4438279114233843,0.7889550446994699,0.21104495530053022,0.5561720885766158,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(300, 1000)",Decision Tree,0.18241824404017631,0.17582678182757966,0.594136982871873,0.3913154931255763,0.7969584726181701,0.20304152738183004,0.6086845068744237,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(300, 1000)",Extreme Learning Machine,0.1408344380055935,0.13176850466358722,0.5845892536728036,0.4409114072097867,0.7282671001358203,0.2717328998641797,0.5590885927902132,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(300, 1000)",Logistic regression,0.17782741705392971,0.17706224571054527,0.5912723413553834,0.33820253502393605,0.8443421476868305,0.15565785231316942,0.6617974649760641,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(300, 1000)",AdaBoost,0.19175257264790677,0.19042260320949672,0.5994710855871965,0.3606093098859111,0.8383328612884822,0.16166713871151792,0.639390690114089,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(300, 1000)",Random forest,0.20901642341740628,0.19879529758223821,0.6210503770211768,0.4704409652417027,0.7716597888006508,0.22834021119934927,0.5295590347582972,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(300, 1000)",Gaussian Naive Bayes,0.01245836787348251,0.0043925177665909932,0.5055238307569648,0.8865768211368826,0.12447084037704656,0.8755291596229534,0.11342317886311717,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(300, 1000)",Bernoulli Naive Bayes,0.31450009791495448,0.30978983446574004,0.6734199993551907,0.5140073700632732,0.8328326286471074,0.1671673713528925,0.48599262993672676,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(300, 1000)",SVM (linear),0.18458591570895383,0.18293457250591286,0.5978570685735534,0.36844699630921013,0.8272671408378965,0.17273285916210346,0.6315530036907899,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(300, 1000)",SVM (polynomial),0.21526058648036198,0.21076882907398814,0.5950097119128437,0.28425590293745995,0.9057635208882273,0.09423647911177245,0.7157440970625398,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
"(300, 1000)",Artificial neural network,0.19417428122943001,0.19301553565337376,0.6006987930029741,0.3587749635396896,0.8426226224662591,0.1573773775337411,0.6412250364603105,"[169468104, 762760306, 363192952, 1882434301, 450521391, 697815202, 650029168, 1353833038, 1865484769, 1166227900, 461337686, 1430910404, 230871471, 1761891313, 357680657, 1154398934, 1956922857, 1774335574, 1779502725, 1108632375, 1959463521, 816190823, 1668461252, 941116804, 1279452795, 1209740738, 632767087, 1836686147, 1079039028, 1025603057, 1155820120, 123724761, 1460011638, 1060017496, 478926807, 884677656, 45466159, 1494419694, 783605083, 794595428, 1826914088, 325938006, 612011540, 2088941227, 1162797581, 689516967, 66424485, 277968112, 1194732326, 416171083]"
